project,url,entity type,body,entity,notes
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/11705#issuecomment-921807559,branch_name,I've created issue_11705_with_example branch which contains HelloWorld UWP C# MSIX application which reads its module settings and is installed along PowerToys.,issue_11705_with_example,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/11641#issuecomment-856180627,branch_name,Kicking off a test build with a 0.0.2 against the https://github.com/microsoft/PowerToys/tree/fixingSsigningDlls branch,https://github.com/microsoft/PowerToys/tree/fixingSsigningDlls,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/10779#issuecomment-821968195,branch_name,Same for me in master-branch yesterday. I tried the setting debug. I tried to get detailed logs because settings didn't open.,master-branch,How to handle multi-worded stuff?
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/11077#issue-874337090,branch_name,FZ should run in its own process PowerToys.FancyZones.exe. create the future/fancyzones branch,future/fancyzones,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/11078#issue-874344288,branch_name,create feature/shortcutguide working branch,feature/shortcutguide,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/872#issuecomment-562259217,branch_name,"we may have to choose a different name, since we are currently using dev/username/feature branches and because of that we can't create a dev branch.",dev/username/feature,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/872#issuecomment-562259217,branch_name,"we may have to choose a different name, since we are currently using dev/username/feature branches and because of that we can't create a dev branch.",dev,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/872#issuecomment-562259217,branch_name,"We can call the current public release release or stable so we can start using this new approach with minimum effort (renaming the dev/* branches would require to much work, especially because dev/enricogior/telemetry was promoted to be the branch for the release build).",dev/enricogior/telemetry,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/872#issuecomment-562271991,branch_name,We can also create a release branch for each release and name it release-x.y.z,release-x.y.z,
rust-lang/rust,https://github.com/rust-lang/rust/issues/91135#issue-1060431731,branch_name,I tried compiling the post-03 branch of blog os with cg_clif to test inline assembly support @nbdd0121 implemented in bjorn3/rustc_codegen_cranelift#1206.,post-03,
rust-lang/rust,https://github.com/rust-lang/rust/issues/91092#issue-1059222993,branch_name,"The two-source-file tree mentioned up above (including the script I run to repeat the test until a failure happens), is on a bug-report branch here: https://github.com/scole66/rust-e262/tree/reduction-for-bugreport",https://github.com/scole66/rust-e262/tree/reduction-for-bugreport,
rust-lang/rust,https://github.com/rust-lang/rust/issues/89725#issue-1021889057,branch_name,"Hi all, I'm looking to work on the std lib (and I've read the rustc-dev docs). I found when cloning the rust source and running tests on library/alloc against the master branch there is a compiler panic.",master,
rust-lang/rust,https://github.com/rust-lang/rust/issues/89725#issuecomment-940187415,branch_name,"Thanks for the report! I believe this is a duplicate of #89725, so closing in favor of that.
There is likely a fix that is missing in the beta compiler that is in the latest master branch. However, I wasn't able to narrow it down to a specific PR.",master,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/28742#issue-1058122681,branch_name,"Previously (I don't remember exactly, but possibly on 2.4.x branch) — this graph was continuous.",2.4.x,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/28595#issuecomment-966219240,branch_name,Thanks. That's interesting. It should work with both 2.4.x and 2.5.x as the same fixes were made in each branch. ,2.4.x,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/28595#issuecomment-966219240,branch_name,Thanks. That's interesting. It should work with both 2.4.x and 2.5.x as the same fixes were made in each branch. ,2.5.x,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/28045#issuecomment-922118917,branch_name,"In 2.6.x, we might be able to make use of the support added in #27840 to sanitize data from the spring.application.json property source if the key matches the configured keysToSanitize or the default ones.",2.6.x,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/26255#issue-868890720,branch_name,"Following the rename of the default branch to main, there are some changes to make in the documentation across all maintained branches.",main,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/26767#issuecomment-876755922,branch_name,@wilkinsona Aren't those changes merged to main usually?,main,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/26767#issuecomment-876954237,branch_name,@dreis2211 we don't merge dependency upgrade but run bomr on each branch. We're going to apply that soon. Does that block you from experimenting in 2.5.x ?,2.5.x,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5776#issue-150555970,branch_name,"The sample is hosted on my github, there is a 1.4-upgrade branch to taste Spring Boot 1.4.0M2.",1.4-upgrade,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5775#issue-150554219,branch_name,There is a 1.4-upgrade branch in my sample codes.,1.4-upgrade,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5633#issue-146808943,branch_name,"I am following the instructions under ""Building reference documentation"" in the README of the ""Master"" branch at:",Master,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5363#issue-139343245,branch_name,"The master branch is what I had to do in order to get configs to be picked up for ""test"" profile.",master,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5363#issue-139343245,branch_name,"However in this branch:
https://github.com/khoubyari/spring-boot-rest-example/tree/upgrade-breaks-config

I kept the config the way it was all through my 1.2.x deployments.",https://github.com/khoubyari/spring-boot-rest-example/tree/upgrade-breaks-config,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5363#issuecomment-193894857,branch_name,"In the ""upgrade-breaks-config"" branch, By simply changing the Spring Boot version to 1.2.x in the pom file, I can see that the configurations from ""default"" gets inherited by ""test"" unless ""test"" actually overrides them",upgrade-breaks-config,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/4003#issuecomment-142439017,branch_name,It looks like a Reactor issue. I created a branch with a more focused example that uses only the Reactor TcpClient and it has the same behavior: https://github.com/rstoyanchev/sb-1.2-websocket/tree/client-app,https://github.com/rstoyanchev/sb-1.2-websocket/tree/client-app,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/26684#issuecomment-700663832,branch_name,I made a branch doing that as an alternative approach :2f56e2c https://github.com/gilou/youtube-dl/tree/data_approach,https://github.com/gilou/youtube-dl/tree/data_approach,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/26684#issuecomment-706623406,branch_name,That one: https://github.com/gilou/youtube-dl/tree/data_approach,https://github.com/gilou/youtube-dl/tree/data_approach,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/25734#issuecomment-665059728,branch_name,visit https://github.com/xarantolus/youtube-dl switch to branch fixYTSearch code > download zip > https://github.com/xarantolus/youtube-dl/archive/fixYTSearch.zip,fixYTSearch,just extracted relevant text
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/25734#issuecomment-686455736,branch_name,I can pass you the entire page source if that is helpful? I did try using older versions of the extraction method (from the master branch of youtube-dl/youtube-dl but that hasnt worked since your original changes were required.,master,just extracted relevant text
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/25717#issuecomment-663840555,branch_name,"@alexmerkel Makes sense. I would issue a new pull request but the issue is that your fix hasn't been merged with the master branch yet, and adding a fix for cover art visibility on some Windows applications doesn't make sense because right now the thumbnails don't even get added to the file (due to being WebP). In other words, with the current youtube-dl code, adding -id3v2_version 3 has no benefit.",master,just extracted relevant text
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/25717#issuecomment-663840555,branch_name,"I guess I need to wait for your fix to be merged with the master branch, which is taking a while.",master,just extracted relevant text
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/25717#issuecomment-663924857,branch_name,"If possible, you should remove/decline my suggested changes. I don't want anything delaying this fix being merged to the master branch. If/when this fix gets merged, I may submit a pull request which passes -id3v2_version 3 to FFmpeg so that the cover art can be seen when using Groove Music or Windows Media Player.",master,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/11272#issuecomment-274903673,branch_name,"After some cool-off time things start to catch up on the jsbuilt-ins branch. Not quite ready to merge, but I'd like to make a friendly reminder that, even if a bit slower and not pushing on this branch, I'm still working on this.",jsbuilt-ins,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/13600#issuecomment-616124774,branch_name,@inks007 I'm still getting the same result. Make still appears to be compiling the Master branch,Master,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl/pull/12754#issuecomment-329622869,branch_name,@dstftw what exactly did you merge? I can't see any changes from this PR in master branch.,master,
symfony/symfony,https://github.com/symfony/symfony/pull/3378#issuecomment-5362938,branch_name,@Tobion: I never said it will be in 2.1. The plan is to create a 2.1 branch soon so that we can continue working on 2.2.,2.1,
symfony/symfony,https://github.com/symfony/symfony/pull/3378#issuecomment-5362938,branch_name,@Tobion: I never said it will be in 2.1. The plan is to create a 2.1 branch soon so that we can continue working on 2.2.,2.2,
symfony/symfony,https://github.com/symfony/symfony/pull/3378#issuecomment-8850328,branch_name,@fabpot Is the actual code of this PR ok for you? And could we use this PR in the master branch?,master,
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"The fact that master is 5.2 is currently expressed through a branch alias, which wouldn't needed at all if the branch was named in the conventional way.",master,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"The fact that master is 5.2 is currently expressed through a branch alias, which wouldn't needed at all if the branch was named in the conventional way.",5.2,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"It is clearer to contributors what branch they are sending PRs to, rather than them mistaking master for latest stable (5.1) when it is actually the next upcoming minor series (5.2).",master,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"It is clearer to contributors what branch they are sending PRs to, rather than them mistaking master for latest stable (5.1) when it is actually the next upcoming minor series (5.2).",5.1,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"It is clearer to contributors what branch they are sending PRs to, rather than them mistaking master for latest stable (5.1) when it is actually the next upcoming minor series (5.2).",5.2,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"Possibly, as an interim, the master branch could be left around for a few months, and synced with 5.2 (to allow people to migrate if they have master or dev-master hard coded in various places).",master,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"Possibly, as an interim, the master branch could be left around for a few months, and synced with 5.2 (to allow people to migrate if they have master or dev-master hard coded in various places).",5.2,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issue-640837370,branch_name,"Possibly, as an interim, the master branch could be left around for a few months, and synced with 5.2 (to allow people to migrate if they have master or dev-master hard coded in various places).",dev-master,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issuecomment-645964084,branch_name,"In an ideal situation, GitHub should add a way to link to ""the default branch"" independently of its name (e.g. https://github.com/symfony/symfony/tree/_default will give you 5.2).",https://github.com/symfony/symfony/tree/_default,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issuecomment-645964084,branch_name,"In an ideal situation, GitHub should add a way to link to ""the default branch"" independently of its name (e.g. https://github.com/symfony/symfony/tree/_default will give you 5.2).",5.2,just extracted relevant text
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issuecomment-704108773,branch_name,"WIP, the 5.x has just been created and the master branch will be removed in a few weeks. Thanks all for the discussion.",5.x,
symfony/symfony,https://github.com/symfony/symfony/issues/37331#issuecomment-704108773,branch_name,"WIP, the 5.x has just been created and the master branch will be removed in a few weeks. Thanks all for the discussion.",master,
angular/angular.js,https://github.com/angular/angular.js/issues/17117#issuecomment-789719709,file_name,"I experimented with moving updating the window name after the browser has navigated to the new URL (as shown below) and (while it worked fine for most tests) it did cause some test (from the angular/angular.js repo) to fail. I am not sure whether there is a more reliable way to execute some JS code after the new page has been loaded but before any JS (including AngularJS) has been executed.

Modified protractor/lib/browser.ts:",protractor/lib/browser.ts,
angular/angular.js,https://github.com/angular/angular.js/issues/16707#issuecomment-428687611,file_name,So it appears that something in your code is trying to pass the return value from a call to minerr (e.g. this function https://github.com/angular/angular.js/blob/master/src/minErr.js#L101) across a thread boundary (hence the postmessage). It is not related to the ErrorConstructor.,https://github.com/angular/angular.js/blob/master/src/minErr.js#L101,What to do with url files also filenames with lines of code in them?
angular/angular.js,https://github.com/angular/angular.js/issues/17019#issuecomment-618718328,file_name,"To add possible locations where object handling is broken:
Line 707 of ngModel.js (within commitViewValue() function)
From:
var viewValue = this.$viewValue;
To:
var viewValue = angular.copy(this.$viewValue);",ngModel.js,
angular/angular.js,https://github.com/angular/angular.js/issues/15369#issuecomment-259424059,file_name,"Perhaps it is because we did not update the branchVersion in package.json to a version containing 1.6 yet because that would break the docs app, since 1.6.0-rc.0 is not yet on CDN?",package.json,
angular/angular.js,https://github.com/angular/angular.js/issues/15369#issuecomment-259647646,file_name,"The latter should be the same as the version that is applied to the built library, but as you can see in the rc.0 folder, the version.json is correct, while the docs/versions-data.js is incorrect.",docs/versions-data.js,
angular/angular.js,https://github.com/angular/angular.js/issues/15369#issuecomment-259647646,file_name,"The latter should be the same as the version that is applied to the built library, but as you can see in the rc.0 folder, the version.json is correct, while the docs/versions-data.js is incorrect.",version.json,
angular/angular.js,https://github.com/angular/angular.js/issues/15369#issuecomment-260328795,file_name,See angular/code.angularjs.org#38 for the version-data.js update for code.angularjs.org,version-data.js,
angular/angular.js,https://github.com/angular/angular.js/issues/17123#issue-853254493,file_name,"Here in MyService.service.js file it is giving error
Unexpected token 'export'",MyService.service.js,
vuejs/awesome-vue,https://github.com/mrdoob/three.js/issues/21075#issuecomment-759337938,file_name,This is definitely no bug in three.js. Also see the first comment of your stackoverflow post:,three.js,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/1288#issue-243228194,file_name,"File readme now become too big for editing.
I think it's better to seperate base on category.
And add navigation to main readme in each file.",readme ,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/3080#issuecomment-597140923,file_name,"@LinusBorg In relation to PR, we can use templates with checklist as I have done in the project https://github.com/post/post-static/blob/master/.github/pull_request_template.md",https://github.com/post/post-static/blob/master/.github/pull_request_template.md,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/2564#issuecomment-626243821,file_name,I did not make a pr but i created latest readme.md file @Scrum 10.05.2020 :,readme.md,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/2432#issue-365964460,file_name,"It's very hard to maintain file Readme.md with very long contents.
Can we plan to refactoring this repo to be more easier to be added or updated in the future?",Readme.md,
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue/issues/2432#issuecomment-426454068,file_name,"Just show the categories in readme.md, each categories will link to the .md file.",readme.md,
moby/moby,https://github.com/moby/moby/issues/43019#issuecomment-969945214,file_name,"The cause of the issue is that runc loses overflowgid after calling setgroups(2)
https://github.com/opencontainers/runc/blob/7c219d814fc5f5574a7aab836fb2b89e3c5d2dfd/libcontainer/init_linux.go#L380",https://github.com/opencontainers/runc/blob/7c219d814fc5f5574a7aab836fb2b89e3c5d2dfd/libcontainer/init_linux.go#L380,
moby/moby,https://github.com/moby/moby/issues/43018#issue-1053456402,file_name,I am only able to create Log Group and Log Stream not able to send the container logs to it using moby/daemon/logger/awslogs/cloudwatchlogs.go With this as well. I am getting error for the first time if the log group doesn't exist even though it creates the Group after the error.,moby/daemon/logger/awslogs/cloudwatchlogs.go,
moby/moby,https://github.com/moby/moby/issues/43018#issuecomment-968879815,file_name,"docker run does not use the logging-driver to read logs, it can configure the container to use a specific logging driver (such as awslogs), but the output that's printed is the output of the container's stdout/stderr. When running a container in the foreground, the CLI attaches to the container's output streams after starting the container; https://github.com/docker/cli/blob/b0343d9104a1794c3252fa45b985710d6b6afc05/cli/command/container/run.go#L151-L163",https://github.com/docker/cli/blob/b0343d9104a1794c3252fa45b985710d6b6afc05/cli/command/container/run.go#L151-L163,
moby/moby,https://github.com/moby/moby/issues/43018#issuecomment-975408503,file_name,"If that does work, I'd recommend putting the daemon in debug mode ({""debug"": true} in the /etc/docker/daemon.json daemon configuration file. With debug mode enabled, you should be able to see the JSON of API requests that are made by the client to create the container; with that, you can compare between the API call made by the docker cli, and the API call made by your code.",/etc/docker/daemon.json,
moby/moby,https://github.com/moby/moby/issues/43015#issue-1052897411,file_name,"Create a dockerfile with a symlink in parent path, for example:",dockerfile ,
moby/moby,https://github.com/moby/moby/issues/43011#issue-1050479853,file_name,Furthermore it seems as though the effects are reversed when doing suid/sgid (https://github.com/torvalds/linux/blob/5147da902e0dd162c6254a61e4c57f21b60a9b1c/include/uapi/linux/personality.h#L27-L34),https://github.com/torvalds/linux/blob/5147da902e0dd162c6254a61e4c57f21b60a9b1c/include/uapi/linux/personality.h#L27-L34,
moby/moby,https://github.com/moby/moby/issues/42953#issuecomment-950955756,file_name,"You can try running the check-config.sh script from https://github.com/moby/moby/blob/master/contrib/check-config.sh, which checks for some options (but not sure if it checks for this specific case).",check-config.sh,
moby/moby,https://github.com/moby/moby/issues/42953#issuecomment-950955756,file_name,"You can try running the check-config.sh script from https://github.com/moby/moby/blob/master/contrib/check-config.sh, which checks for some options (but not sure if it checks for this specific case).",https://github.com/moby/moby/blob/master/contrib/check-config.sh,
moby/moby,https://github.com/moby/moby/issues/41715#issuecomment-733976493,file_name,"Another option would be to build directly from a remote git repository and specify an (alternative) Dockerfile from stdin, however, unfortunately BuildKit currently does not support this option (see #38254)",Dockerfile ,
moby/moby,https://github.com/moby/moby/issues/41519#issuecomment-716193996,file_name,"For me it's under bundles/cross/windows/amd64, two files: containerutility.exe and dockerd-SUFFIX.exe.",containerutility.exe,
moby/moby,https://github.com/moby/moby/issues/41519#issuecomment-716193996,file_name,"For me it's under bundles/cross/windows/amd64, two files: containerutility.exe and dockerd-SUFFIX.exe.",dockerd-SUFFIX.exe,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/11077#issue-874337090,file_name,FZ should run in its own process PowerToys.FancyZones.exe. create the future/fancyzones branch,PowerToys.FancyZones.exe,
microsoft/PowerToys,https://github.com/microsoft/PowerToys/issues/11077#issue-874337090,file_name,update .pipelines/pipeline.user.windows.yml for signing new binaries,.pipelines/pipeline.user.windows.yml,
rust-lang/rust,https://github.com/rust-lang/rust/issues/89563#issuecomment-934608385,file_name,@ms140569 This is probably an LLVM assertion failure. Could you try to obtain a backtrace from the coredump file (e.g. using gdb)?,coredump ,
rust-lang/rust,https://github.com/rust-lang/rust/issues/91092#issue-1059222993,file_name,This really feels like whichever thread is controlling writes to the profraw file is missing messages. Queue overrun maybe? (I haven't looked.),profraw,
rust-lang/rust,https://github.com/rust-lang/rust/issues/91092#issue-1059222993,file_name,"I have a large-ish project with ~6000 testcases, and for a long time now, code coverage has been hit-or-miss. The issue is that some of the test cases don't seem to get their data included in the profraw files, and so don't show up as having an effect on coverage. The unrecorded tests seem to be essentially random, but with thousands of tests, single-digit-percentage failures are noticed on every test run.",profraw,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90703#issuecomment-963489202,file_name,"I also tested with a main.rs file, and I mean it does work:",main.rs,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90702#issuecomment-967762083,file_name,So the file that you likely want to start looking at is https://github.com/rust-lang/rust/blob/9f6ca7482ca885bca14ba6870ed39a783ab939b5/compiler/rustc_resolve/src/lib.rs,https://github.com/rust-lang/rust/blob/9f6ca7482ca885bca14ba6870ed39a783ab939b5/compiler/rustc_resolve/src/lib.rs,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90702#issuecomment-973591306,file_name,extern crates are collected in CStore which maps CrateNums to CrateMetadata which in turn is a reference into the actual binary blob of an rmeta file. ,rmeta ,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90694#issue-1047497015,file_name,I'm having troubles building rust using the user preset from x.py,x.py,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90618#issue-1046011712,file_name,"That is, the inc1 file gets included correctly, but the inc2 file loses its second line. This bug only seems to happen if the last line is a single character.",inc1,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90618#issue-1046011712,file_name,"That is, the inc1 file gets included correctly, but the inc2 file loses its second line. This bug only seems to happen if the last line is a single character.",inc2,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90393#issuecomment-956149218,file_name,One idea would be to build llvm locally on your machine by putting this in your config.toml file,config.toml,
rust-lang/rust,https://github.com/rust-lang/rust/issues/90393#issuecomment-956267113,file_name,It has failed (after setting in config.toml were applied:,config.toml,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/28045#issuecomment-922118917,file_name,"In 2.6.x, we might be able to make use of the support added in #27840 to sanitize data from the spring.application.json property source if the key matches the configured keysToSanitize or the default ones.",spring.application.json,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/26332#issuecomment-830328728,file_name,We planned to link in both directions - from CONTRIBUTING.adoc to the wiki page and from the wiki page to CONTRIBUTING.adoc.,CONTRIBUTING.adoc,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5633#issue-146808943,file_name,"I am following the instructions under ""Building reference documentation"" in the README of the ""Master"" branch at:",README,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5363#issue-139343245,file_name,"I basically had to copy and paste everything from ""default"" profile section to ""test"" profile section in this file:
https://github.com/khoubyari/spring-boot-rest-example/blob/master/src/main/resources/application.yml",https://github.com/khoubyari/spring-boot-rest-example/blob/master/src/main/resources/application.yml,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/5363#issue-139343245,file_name,"The ""test"" section used to inherit from the ""default"" section:
https://github.com/khoubyari/spring-boot-rest-example/blob/upgrade-breaks-config/src/main/resources/application.yml",https://github.com/khoubyari/spring-boot-rest-example/blob/upgrade-breaks-config/src/main/resources/application.yml,
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot/issues/4003#issuecomment-142439017,file_name,This is the output from running ClientApp:,ClientApp,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/16544#issue-290123504,file_name,"npm run unpack extracts challenges into separate files for easier viewing and editing. The files are .gitignored and will not be checked in, and all mongo seed importing will keep using the existing system; this is essentially a tool for editing challenge.json files. These HTML files are self-contained and run their own tests -- open a JS console to see the test results.",challenge.json,just extracted paragraph
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/16544#issuecomment-375914706,file_name,They say it was fixed last summer; I didn't want to update the version of eslint in package.json but if @raisedadead says it's okay then I can add that to this branch too,package.json,just extracted relevant sentence
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/40518#issue-773051766,file_name,"Checklist:
I have read freeCodeCamp's contribution guidelines.
My pull request has a descriptive title (not a vague title like Update index.md)
My pull request targets the master branch of freeCodeCamp.
All the files I changed are in the same world language, for example: only English changes, or only Chinese changes, etc.
I am not sure why this has not been implemented yet, as the groundwork was already there. So, this PR just adds any assertion errors to the user-visible console.
The reason the .md file is included in this PR, is to, hopefully, show a best case scenario of, well-written tests, combined with decent error handling - How informative it can be.",index.md,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/43429#issue-992956585,file_name,"Checklist:
I have read freeCodeCamp's contribution guidelines.
My pull request has a descriptive title (not a vague title like Update index.md)
My pull request targets the main branch of freeCodeCamp.
I have tested these changes either locally on my machine, or GitPod.
Closes #43427",index.md,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/43429#issuecomment-920293222,file_name,"@ieahleen I have a doubt in this file - /curriculum/challenges/english/03-front-end-development-libraries/sass/store-data-with-sass-variables.md
Not sure what changes should I make here.",/curriculum/challenges/english/03-front-end-development-libraries/sass/store-data-with-sass-variables.md,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/pull/43429#issuecomment-930045982,file_name,"You would need to add redirects to this file: https://github.com/freeCodeCamp/client-config/blob/master/serve.json
This is not ideal but will do.",https://github.com/freeCodeCamp/client-config/blob/master/serve.json,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/issues/42256#issuecomment-877635558,file_name,"Hi, Is it too late to say I will migrate below files? @ojeytonwilliams
/client/src/templates/Introduction/Intro.js
/client/src/templates/Introduction/SuperBlockIntro.js
/client/src/components/formHelpers/Form.js
/client/src/components/formHelpers/Form.test.js
/client/src/components/formHelpers/FormFields.js
/client/src/components/formHelpers/FormValidators.js
/client/src/components/formHelpers/index.js
I don't see them assigned to anyone. So will be happy to help.",/client/src/templates/Introduction/Intro.js,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/issues/42256#issuecomment-877635558,file_name,"Hi, Is it too late to say I will migrate below files? @ojeytonwilliams
/client/src/templates/Introduction/Intro.js
/client/src/templates/Introduction/SuperBlockIntro.js
/client/src/components/formHelpers/Form.js
/client/src/components/formHelpers/Form.test.js
/client/src/components/formHelpers/FormFields.js
/client/src/components/formHelpers/FormValidators.js
/client/src/components/formHelpers/index.js
I don't see them assigned to anyone. So will be happy to help.",/client/src/templates/Introduction/SuperBlockIntro.js,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/issues/42256#issuecomment-877635558,file_name,"Hi, Is it too late to say I will migrate below files? @ojeytonwilliams
/client/src/templates/Introduction/Intro.js
/client/src/templates/Introduction/SuperBlockIntro.js
/client/src/components/formHelpers/Form.js
/client/src/components/formHelpers/Form.test.js
/client/src/components/formHelpers/FormFields.js
/client/src/components/formHelpers/FormValidators.js
/client/src/components/formHelpers/index.js
I don't see them assigned to anyone. So will be happy to help.",/client/src/components/formHelpers/Form.js,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/issues/42256#issuecomment-877635558,file_name,"Hi, Is it too late to say I will migrate below files? @ojeytonwilliams
/client/src/templates/Introduction/Intro.js
/client/src/templates/Introduction/SuperBlockIntro.js
/client/src/components/formHelpers/Form.js
/client/src/components/formHelpers/Form.test.js
/client/src/components/formHelpers/FormFields.js
/client/src/components/formHelpers/FormValidators.js
/client/src/components/formHelpers/index.js
I don't see them assigned to anyone. So will be happy to help.",/client/src/components/formHelpers/Form.test.js,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/issues/42256#issuecomment-877635558,file_name,"Hi, Is it too late to say I will migrate below files? @ojeytonwilliams
/client/src/templates/Introduction/Intro.js
/client/src/templates/Introduction/SuperBlockIntro.js
/client/src/components/formHelpers/Form.js
/client/src/components/formHelpers/Form.test.js
/client/src/components/formHelpers/FormFields.js
/client/src/components/formHelpers/FormValidators.js
/client/src/components/formHelpers/index.js
I don't see them assigned to anyone. So will be happy to help.",/client/src/components/formHelpers/FormFields.js,
freeCodeCamp/freeCodeCamp/,https://github.com/freeCodeCamp/freeCodeCamp/issues/42256#issuecomment-877635558,file_name,"Hi, Is it too late to say I will migrate below files? @ojeytonwilliams
/client/src/templates/Introduction/Intro.js
/client/src/templates/Introduction/SuperBlockIntro.js
/client/src/components/formHelpers/Form.js
/client/src/components/formHelpers/Form.test.js
/client/src/components/formHelpers/FormFields.js
/client/src/components/formHelpers/FormValidators.js
/client/src/components/formHelpers/index.js
I don't see them assigned to anyone. So will be happy to help.",/client/src/components/formHelpers/FormValidators.js,
